County,FIPSC,FIPS,State,2018,2019,2020
Autauga,1001,01001,Alabama,"42,931","44,368","46,814"
Baldwin,1003,01003,Alabama,"46,905","48,270","50,953"
Barbour,1005,01005,Alabama,"34,064","35,572","37,850"
Bibb,1007,01007,Alabama,"30,250","31,540","34,300"
Blount,1009,01009,Alabama,"35,905","36,969","38,808"
Bullock,1011,01011,Alabama,"26,841","28,136","31,944"
Butler,1013,01013,Alabama,"35,932","38,073","39,988"
Calhoun,1015,01015,Alabama,"36,482","37,708","40,195"
Chambers,1017,01017,Alabama,"34,055","36,110","38,508"
Cherokee,1019,01019,Alabama,"35,647","36,381","37,869"
Chilton,1021,01021,Alabama,"34,982","36,471","38,778"
Choctaw,1023,01023,Alabama,"38,200","39,097","42,231"
Clarke,1025,01025,Alabama,"35,437","37,061","40,822"
Clay,1027,01027,Alabama,"33,131","34,185","37,179"
Cleburne,1029,01029,Alabama,"35,668","35,905","37,734"
Coffee,1031,01031,Alabama,"42,176","43,319","45,262"
Colbert,1033,01033,Alabama,"37,601","38,860","41,941"
Conecuh,1035,01035,Alabama,"32,588","33,596","36,908"
Coosa,1037,01037,Alabama,"31,344","32,548","34,683"
Covington,1039,01039,Alabama,"35,487","35,927","37,930"
Crenshaw,1041,01041,Alabama,"36,283","36,783","38,161"
Cullman,1043,01043,Alabama,"39,525","41,211","42,659"
Dale,1045,01045,Alabama,"36,497","37,831","40,111"
Dallas,1047,01047,Alabama,"34,915","37,033","41,195"
DeKalb,1049,01049,Alabama,"32,196","33,427","35,100"
Elmore,1051,01051,Alabama,"42,956","44,561","47,270"
Escambia,1053,01053,Alabama,"32,445","34,338","37,137"
Etowah,1055,01055,Alabama,"36,583","37,700","39,852"
Fayette,1057,01057,Alabama,"34,231","35,856","38,001"
Franklin,1059,01059,Alabama,"33,951","34,831","37,362"
Geneva,1061,01061,Alabama,"34,708","36,455","38,358"
Greene,1063,01063,Alabama,"30,762","32,534","35,992"
Hale,1065,01065,Alabama,"35,615","37,825","41,190"
Henry,1067,01067,Alabama,"42,010","43,738","45,409"
Houston,1069,01069,Alabama,"42,611","44,300","47,072"
Jackson,1071,01071,Alabama,"36,672","38,002","40,089"
Jefferson,1073,01073,Alabama,"54,777","56,599","58,424"
Lamar,1075,01075,Alabama,"33,022","34,549","37,161"
Lauderdale,1077,01077,Alabama,"36,712","38,135","40,729"
Lawrence,1079,01079,Alabama,"33,900","35,414","38,098"
Lee,1081,01081,Alabama,"38,184","40,439","42,468"
Limestone,1083,01083,Alabama,"43,495","44,841","47,695"
Lowndes,1085,01085,Alabama,"39,544","41,449","44,921"
Macon,1087,01087,Alabama,"32,321","34,213","37,834"
Madison,1089,01089,Alabama,"51,759","54,169","57,128"
Marengo,1091,01091,Alabama,"39,217","40,297","43,854"
Marion,1093,01093,Alabama,"32,459","33,433","36,330"
Marshall,1095,01095,Alabama,"35,990","37,913","40,045"
Mobile,1097,01097,Alabama,"38,195","40,003","42,823"
Monroe,1099,01099,Alabama,"32,808","34,489","38,192"
Montgomery,1101,01101,Alabama,"43,442","44,597","47,776"
Morgan,1103,01103,Alabama,"39,908","41,895","44,679"
Perry,1105,01105,Alabama,"30,795","32,198","36,217"
Pickens,1107,01107,Alabama,"32,981","34,590","36,861"
Pike,1109,01109,Alabama,"36,785","38,057","40,342"
Randolph,1111,01111,Alabama,"32,974","33,708","35,208"
Russell,1113,01113,Alabama,"32,270","33,796","36,526"
St. Clair,1115,01115,Alabama,"39,658","41,015","43,279"
Shelby,1117,01117,Alabama,"55,482","57,793","59,588"
Sumter,1119,01119,Alabama,"30,492","32,057","35,310"
Talladega,1121,01121,Alabama,"34,277","35,717","38,300"
Tallapoosa,1123,01123,Alabama,"40,576","42,544","45,058"
Tuscaloosa,1125,01125,Alabama,"39,062","40,329","42,868"
Walker,1127,01127,Alabama,"40,267","41,976","44,095"
Washington,1129,01129,Alabama,"36,196","37,568","40,371"
Wilcox,1131,01131,Alabama,"32,406","33,957","38,273"
Winston,1133,01133,Alabama,"34,143","35,508","38,382"
Aleutians East Borough,2013,02013,Alaska,"56,806","61,132","59,574"
Aleutians West Census Area,2016,02016,Alaska,"55,124","56,296","59,674"
Anchorage Municipality,2020,02020,Alaska,"66,928","68,803","70,477"
Bethel Census Area,2050,02050,Alaska,"44,902","45,653","47,936"
Bristol Bay Borough,2060,02060,Alaska,"141,017","145,276","152,678"
Denali Borough,2068,02068,Alaska,"85,673","82,610","72,967"
Dillingham Census Area,2070,02070,Alaska,"58,932","60,868","60,792"
Fairbanks North Star Borough,2090,02090,Alaska,"56,888","59,194","62,254"
Haines Borough,2100,02100,Alaska,"70,233","70,724","64,956"
Hoonah-Angoon Census Area,2105,02105,Alaska,"62,813","65,367","64,708"
Juneau City and Borough,2110,02110,Alaska,"70,052","72,294","74,162"
Kenai Peninsula Borough,2122,02122,Alaska,"51,975","54,026","56,139"
Ketchikan Gateway Borough,2130,02130,Alaska,"67,666","70,362","70,574"
Kodiak Island Borough,2150,02150,Alaska,"60,618","64,144","66,988"
Lake and Peninsula Borough,2164,02164,Alaska,"65,917","63,985","63,397"
Matanuska-Susitna Borough,2170,02170,Alaska,"47,076","48,327","50,386"
Nome Census Area,2180,02180,Alaska,"51,351","53,521","55,950"
North Slope Borough,2185,02185,Alaska,"86,784","92,708","90,809"
Northwest Arctic Borough,2188,02188,Alaska,"49,001","50,341","52,440"
Petersburg Borough,2195,02195,Alaska,"69,705","71,111","72,412"
Prince of Wales-Hyder Census Area,2198,02198,Alaska,"45,167","47,601","48,970"
Sitka City and Borough,2220,02220,Alaska,"69,656","71,462","70,996"
Skagway Municipality,2230,02230,Alaska,"79,939","81,135","66,548"
Southeast Fairbanks Census Area,2240,02240,Alaska,"50,669","51,992","54,808"
Valdez-Cordova Census Area,2261,02261,Alaska,"60,348","62,267",(NA)
Wrangell City and Borough,2275,02275,Alaska,"48,680","48,610","48,549"
Yakutat City and Borough,2282,02282,Alaska,"58,780","65,736","66,119"
Yukon-Koyukuk Census Area,2290,02290,Alaska,"56,847","60,189","63,675"
Apache,4001,04001,Arizona,"33,324","33,844","38,915"
Cochise,4003,04003,Arizona,"38,892","40,546","45,786"
Coconino,4005,04005,Arizona,"48,416","48,837","53,036"
Gila,4007,04007,Arizona,"38,892","39,720","44,201"
Graham,4009,04009,Arizona,"30,540","31,179","35,072"
Greenlee,4011,04011,Arizona,"39,794","41,082","44,050"
La Paz,4012,04012,Arizona,"32,456","34,387","39,482"
Maricopa,4013,04013,Arizona,"47,606","49,663","53,521"
Mohave,4015,04015,Arizona,"33,083","34,274","36,529"
Navajo,4017,04017,Arizona,"31,400","32,007","36,169"
Pima,4019,04019,Arizona,"43,103","44,649","48,373"
Pinal,4021,04021,Arizona,"31,679","32,699","35,949"
Santa Cruz,4023,04023,Arizona,"37,151","38,274","42,204"
Yavapai,4025,04025,Arizona,"40,098","41,076","44,490"
Yuma,4027,04027,Arizona,"33,672","35,065","40,800"
Arkansas,5001,05001,Arkansas,"44,635","46,005","50,534"
Ashley,5003,05003,Arkansas,"35,682","37,318","38,489"
Baxter,5005,05005,Arkansas,"36,702","37,854","39,950"
Benton,5007,05007,Arkansas,"92,758","94,108","94,289"
Boone,5009,05009,Arkansas,"35,466","36,174","38,108"
Bradley,5011,05011,Arkansas,"38,756","39,097","42,037"
Calhoun,5013,05013,Arkansas,"34,321","35,808","38,509"
Carroll,5015,05015,Arkansas,"33,298","32,925","34,692"
Chicot,5017,05017,Arkansas,"36,744","38,927","44,762"
Clark,5019,05019,Arkansas,"35,696","36,903","39,450"
Clay,5021,05021,Arkansas,"34,740","35,973","39,157"
Cleburne,5023,05023,Arkansas,"37,876","39,296","41,656"
Cleveland,5025,05025,Arkansas,"40,108","39,663","40,366"
Columbia,5027,05027,Arkansas,"36,561","37,225","38,806"
Conway,5029,05029,Arkansas,"38,063","38,465","40,633"
Craighead,5031,05031,Arkansas,"37,129","38,365","40,728"
Crawford,5033,05033,Arkansas,"32,745","33,837","35,919"
Crittenden,5035,05035,Arkansas,"36,828","38,397","41,474"
Cross,5037,05037,Arkansas,"35,000","37,334","41,715"
Dallas,5039,05039,Arkansas,"35,297","37,188","40,611"
Desha,5041,05041,Arkansas,"37,227","39,508","44,920"
Drew,5043,05043,Arkansas,"36,257","37,906","40,726"
Faulkner,5045,05045,Arkansas,"38,103","39,335","41,943"
Franklin,5047,05047,Arkansas,"33,011","32,841","33,885"
Fulton,5049,05049,Arkansas,"27,978","28,457","31,840"
Garland,5051,05051,Arkansas,"40,053","41,502","44,358"
Grant,5053,05053,Arkansas,"37,751","39,324","41,674"
Greene,5055,05055,Arkansas,"34,554","35,869","38,560"
Hempstead,5057,05057,Arkansas,"31,739","31,799","33,760"
Hot Spring,5059,05059,Arkansas,"30,887","31,697","34,110"
Howard,5061,05061,Arkansas,"35,903","34,068","34,751"
Independence,5063,05063,Arkansas,"35,115","36,292","38,266"
Izard,5065,05065,Arkansas,"30,400","30,681","32,606"
Jackson,5067,05067,Arkansas,"37,536","38,054","41,646"
Jefferson,5069,05069,Arkansas,"34,510","36,060","39,443"
Johnson,5071,05071,Arkansas,"28,685","28,774","30,728"
Lafayette,5073,05073,Arkansas,"35,151","35,672","38,307"
Lawrence,5075,05075,Arkansas,"33,205","33,601","38,065"
Lee,5077,05077,Arkansas,"27,409","30,263","32,359"
Lincoln,5079,05079,Arkansas,"26,781","27,710","29,008"
Little River,5081,05081,Arkansas,"34,014","34,392","37,075"
Logan,5083,05083,Arkansas,"33,286","32,662","34,433"
Lonoke,5085,05085,Arkansas,"39,677","40,825","43,537"
Madison,5087,05087,Arkansas,"34,972","33,906","34,012"
Marion,5089,05089,Arkansas,"30,499","31,494","33,493"
Miller,5091,05091,Arkansas,"33,580","34,620","37,065"
Mississippi,5093,05093,Arkansas,"32,888","35,915","37,730"
Monroe,5095,05095,Arkansas,"32,365","35,474","40,475"
Montgomery,5097,05097,Arkansas,"30,029","29,748","32,125"
Nevada,5099,05099,Arkansas,"33,470","33,940","35,808"
Newton,5101,05101,Arkansas,"29,017","30,265","32,731"
Ouachita,5103,05103,Arkansas,"37,224","38,582","41,877"
Perry,5105,05105,Arkansas,"35,410","36,201","38,404"
Phillips,5107,05107,Arkansas,"31,773","34,052","38,155"
Pike,5109,05109,Arkansas,"32,608","32,315","33,920"
Poinsett,5111,05111,Arkansas,"32,482","34,677","37,307"
Polk,5113,05113,Arkansas,"30,553","30,512","32,573"
Pope,5115,05115,Arkansas,"34,989","35,416","36,617"
Prairie,5117,05117,Arkansas,"36,502","36,273","42,843"
Pulaski,5119,05119,Arkansas,"50,641","52,499","55,563"
Randolph,5121,05121,Arkansas,"33,255","33,640","36,401"
St. Francis,5123,05123,Arkansas,"27,247","28,560","30,903"
Saline,5125,05125,Arkansas,"42,462","43,233","45,692"
Scott,5127,05127,Arkansas,"31,276","30,901","32,290"
Searcy,5129,05129,Arkansas,"27,323","28,270","31,657"
Sebastian,5131,05131,Arkansas,"41,479","43,310","45,586"
Sevier,5133,05133,Arkansas,"32,556","31,719","32,926"
Sharp,5135,05135,Arkansas,"34,120","34,281","35,612"
Stone,5137,05137,Arkansas,"30,761","31,171","32,753"
Union,5139,05139,Arkansas,"43,867","46,081","48,669"
Van Buren,5141,05141,Arkansas,"30,616","31,752","34,482"
Washington,5143,05143,Arkansas,"40,194","41,643","43,817"
White,5145,05145,Arkansas,"36,105","37,110","39,598"
Woodruff,5147,05147,Arkansas,"36,784","37,638","45,248"
Yell,5149,05149,Arkansas,"33,652","33,074","33,506"
Alameda,6001,06001,California,"75,354","78,839","87,078"
Alpine,6003,06003,California,"76,104","79,701","76,175"
Amador,6005,06005,California,"42,466","43,979","47,721"
Butte,6007,06007,California,"42,441","45,175","50,279"
Calaveras,6009,06009,California,"46,818","48,460","53,026"
Colusa,6011,06011,California,"46,623","44,661","57,382"
Contra Costa,6013,06013,California,"79,641","84,614","92,264"
Del Norte,6015,06015,California,"35,017","36,092","40,192"
El Dorado,6017,06017,California,"65,806","68,125","72,662"
Fresno,6019,06019,California,"41,248","43,019","48,495"
Glenn,6021,06021,California,"43,449","43,247","52,219"
Humboldt,6023,06023,California,"44,438","46,072","50,182"
Imperial,6025,06025,California,"35,331","37,196","44,500"
Inyo,6027,06027,California,"57,444","60,229","64,335"
Kern,6029,06029,California,"38,079","39,559","44,721"
Kings,6031,06031,California,"35,267","36,442","41,829"
Lake,6033,06033,California,"40,669","42,144","47,144"
Lassen,6035,06035,California,"34,970","35,581","40,490"
Los Angeles,6037,06037,California,"59,874","63,043","68,272"
Madera,6039,06039,California,"37,373","38,751","44,532"
Marin,6041,06041,California,"132,000","138,903","145,575"
Mariposa,6043,06043,California,"51,530","53,861","57,828"
Mendocino,6045,06045,California,"47,694","49,803","54,795"
Merced,6047,06047,California,"37,193","37,952","43,914"
Modoc,6049,06049,California,"43,881","45,375","52,779"
Mono,6051,06051,California,"46,598","49,356","54,586"
Monterey,6053,06053,California,"53,625","56,545","61,510"
Napa,6055,06055,California,"70,161","73,886","82,408"
Nevada,6057,06057,California,"58,685","60,689","64,876"
Orange,6059,06059,California,"67,044","69,951","74,618"
Placer,6061,06061,California,"65,547","67,610","72,279"
Plumas,6063,06063,California,"49,485","51,044","55,029"
Riverside,6065,06065,California,"39,955","41,385","45,834"
Sacramento,6067,06067,California,"51,187","53,278","58,307"
San Benito,6069,06069,California,"50,703","52,806","60,807"
San Bernardino,6071,06071,California,"38,781","40,537","44,831"
San Diego,6073,06073,California,"58,719","60,845","66,266"
San Francisco,6075,06075,California,"129,280","133,856","144,818"
San Joaquin,6077,06077,California,"43,077","45,075","51,816"
San Luis Obispo,6079,06079,California,"55,913","58,693","62,342"
San Mateo,6081,06081,California,"125,332","132,133","141,841"
Santa Barbara,6083,06083,California,"60,818","62,715","67,879"
Santa Clara,6085,06085,California,"108,344","114,649","123,661"
Santa Cruz,6087,06087,California,"65,751","68,990","75,957"
Shasta,6089,06089,California,"44,549","46,417","51,649"
Sierra,6091,06091,California,"42,769","45,432","49,139"
Siskiyou,6093,06093,California,"42,887","44,158","49,664"
Solano,6095,06095,California,"49,336","51,889","58,688"
Sonoma,6097,06097,California,"61,501","64,869","71,386"
Stanislaus,6099,06099,California,"41,850","43,402","48,954"
Sutter,6101,06101,California,"43,336","45,054","50,730"
Tehama,6103,06103,California,"39,460","40,775","46,007"
Trinity,6105,06105,California,"38,249","39,959","43,877"
Tulare,6107,06107,California,"38,613","40,040","46,348"
Tuolumne,6109,06109,California,"44,695","46,166","49,708"
Ventura,6111,06111,California,"60,238","63,190","67,422"
Yolo,6113,06113,California,"51,690","54,398","58,391"
Yuba,6115,06115,California,"40,196","41,384","46,373"
Adams,8001,08001,Colorado,"43,482","45,026","48,115"
Alamosa,8003,08003,Colorado,"36,671","38,403","42,974"
Arapahoe,8005,08005,Colorado,"61,243","63,741","66,691"
Archuleta,8007,08007,Colorado,"42,313","43,253","46,287"
Baca,8009,08009,Colorado,"41,283","39,076","53,223"
Bent,8011,08011,Colorado,"27,096","29,253","33,591"
Boulder,8013,08013,Colorado,"72,607","77,305","79,649"
Broomfield,8014,08014,Colorado,"68,365","65,397","67,495"
Chaffee,8015,08015,Colorado,"46,488","48,991","51,361"
Cheyenne,8017,08017,Colorado,"39,384","52,633","61,731"
Clear Creek,8019,08019,Colorado,"59,243","62,927","67,132"
Conejos,8021,08021,Colorado,"35,096","35,296","39,847"
Costilla,8023,08023,Colorado,"32,570","33,520","38,430"
Crowley,8025,08025,Colorado,"19,656","20,086","23,751"
Custer,8027,08027,Colorado,"40,117","42,383","45,691"
Delta,8029,08029,Colorado,"37,900","38,293","42,127"
Denver,8031,08031,Colorado,"77,667","83,192","85,411"
Dolores,8033,08033,Colorado,"36,047","37,942","42,093"
Douglas,8035,08035,Colorado,"76,051","76,408","78,980"
Eagle,8037,08037,Colorado,"81,871","85,253","87,872"
Elbert,8039,08039,Colorado,"58,344","60,702","63,970"
El Paso,8041,08041,Colorado,"48,545","50,845","54,151"
Fremont,8043,08043,Colorado,"34,654","35,713","38,952"
Garfield,8045,08045,Colorado,"57,918","60,376","62,581"
Gilpin,8047,08047,Colorado,"47,816","50,517","55,256"
Grand,8049,08049,Colorado,"51,717","53,867","57,476"
Gunnison,8051,08051,Colorado,"46,973","47,372","51,025"
Hinsdale,8053,08053,Colorado,"47,322","48,227","49,423"
Huerfano,8055,08055,Colorado,"38,921","40,974","46,859"
Jackson,8057,08057,Colorado,"53,671","53,747","62,008"
Jefferson,8059,08059,Colorado,"62,402","66,183","68,829"
Kiowa,8061,08061,Colorado,"44,092","53,319","66,839"
Kit Carson,8063,08063,Colorado,"36,174","41,914","47,198"
Lake,8065,08065,Colorado,"35,846","37,102","40,344"
La Plata,8067,08067,Colorado,"55,994","57,722","61,304"
Larimer,8069,08069,Colorado,"53,836","55,935","58,725"
Las Animas,8071,08071,Colorado,"37,987","38,161","43,118"
Lincoln,8073,08073,Colorado,"28,066","29,415","35,695"
Logan,8075,08075,Colorado,"43,833","42,751","46,217"
Mesa,8077,08077,Colorado,"44,691","45,898","48,435"
Mineral,8079,08079,Colorado,"66,286","72,101","73,101"
Moffat,8081,08081,Colorado,"42,131","42,802","47,467"
Montezuma,8083,08083,Colorado,"41,684","42,988","46,919"
Montrose,8085,08085,Colorado,"40,933","41,922","45,262"
Morgan,8087,08087,Colorado,"44,559","44,991","48,701"
Otero,8089,08089,Colorado,"35,777","37,231","41,333"
Ouray,8091,08091,Colorado,"62,568","63,263","67,263"
Park,8093,08093,Colorado,"43,157","45,623","48,514"
Phillips,8095,08095,Colorado,"41,503","43,788","49,877"
Pitkin,8097,08097,Colorado,"150,112","156,830","155,067"
Prowers,8099,08099,Colorado,"39,659","39,120","41,990"
Pueblo,8101,08101,Colorado,"37,969","39,533","43,196"
Rio Blanco,8103,08103,Colorado,"46,929","48,829","52,422"
Rio Grande,8105,08105,Colorado,"45,214","48,202","53,641"
Routt,8107,08107,Colorado,"78,807","82,153","85,836"
Saguache,8109,08109,Colorado,"31,895","34,439","40,032"
San Juan,8111,08111,Colorado,"41,734","45,631","50,039"
San Miguel,8113,08113,Colorado,"85,260","89,728","93,954"
Sedgwick,8115,08115,Colorado,"39,979","44,765","50,896"
Summit,8117,08117,Colorado,"69,416","73,435","77,754"
Teller,8119,08119,Colorado,"49,047","51,337","54,587"
Washington,8121,08121,Colorado,"38,049","41,706","49,287"
Weld,8123,08123,Colorado,"47,884","48,923","52,054"
Yuma,8125,08125,Colorado,"41,981","44,056","47,285"
Fairfield,9001,09001,Connecticut,"116,757","118,515","120,244"
Hartford,9003,09003,Connecticut,"63,014","64,545","67,938"
Litchfield,9005,09005,Connecticut,"61,979","65,086","67,118"
Middlesex,9007,09007,Connecticut,"66,258","68,361","71,291"
New Haven,9009,09009,Connecticut,"54,773","56,710","60,092"
New London,9011,09011,Connecticut,"56,567","58,122","61,191"
Tolland,9013,09013,Connecticut,"54,956","56,891","59,590"
Windham,9015,09015,Connecticut,"44,751","47,261","50,747"
Kent,10001,010001,Delaware,"42,155","43,761","46,600"
New Castle,10003,010003,Delaware,"57,085","57,404","59,955"
Sussex,10005,010005,Delaware,"51,790","52,935","54,352"
Alachua,12001,012001,Florida,"44,705","46,636","49,556"
Baker,12003,012003,Florida,"33,285","33,913","36,552"
Bay,12005,012005,Florida,"43,020","46,818","50,696"
Bradford,12007,012007,Florida,"33,688","33,971","36,301"
Brevard,12009,012009,Florida,"46,145","48,539","51,507"
Broward,12011,012011,Florida,"50,458","52,864","55,908"
Calhoun,12013,012013,Florida,"27,374","29,081","32,264"
Charlotte,12015,012015,Florida,"42,292","43,549","45,606"
Citrus,12017,012017,Florida,"38,263","39,701","41,933"
Clay,12019,012019,Florida,"43,544","44,818","47,407"
Collier,12021,012021,Florida,"99,997","103,205","103,865"
Columbia,12023,012023,Florida,"34,842","35,600","38,243"
DeSoto,12027,012027,Florida,"24,369","25,717","27,863"
Dixie,12029,012029,Florida,"28,455","28,519","30,651"
Duval,12031,012031,Florida,"46,061","48,096","51,131"
Escambia,12033,012033,Florida,"42,744","44,377","47,381"
Flagler,12035,012035,Florida,"47,099","48,754","50,599"
Franklin,12037,012037,Florida,"36,912","37,169","39,452"
Gadsden,12039,012039,Florida,"34,179","35,696","38,507"
Gilchrist,12041,012041,Florida,"33,608","34,069","37,425"
Glades,12043,012043,Florida,"24,336","25,566","28,116"
Gulf,12045,012045,Florida,"37,117","45,559","49,666"
Hamilton,12047,012047,Florida,"26,880","26,884","29,383"
Hardee,12049,012049,Florida,"27,010","28,389","31,775"
Hendry,12051,012051,Florida,"30,939","31,921","35,546"
Hernando,12053,012053,Florida,"37,274","38,612","41,385"
Highlands,12055,012055,Florida,"33,047","34,433","37,158"
Hillsborough,12057,012057,Florida,"46,775","48,586","51,848"
Holmes,12059,012059,Florida,"30,944","32,195","34,661"
Indian River,12061,012061,Florida,"79,972","83,241","84,607"
Jackson,12063,012063,Florida,"32,925","35,371","38,710"
Jefferson,12065,012065,Florida,"39,930","42,058","44,065"
Lafayette,12067,012067,Florida,"24,610","27,008","30,032"
Lake,12069,012069,Florida,"43,160","44,253","46,563"
Lee,12071,012071,Florida,"52,022","52,832","54,707"
Leon,12073,012073,Florida,"44,528","46,126","48,850"
Levy,12075,012075,Florida,"36,173","37,176","40,598"
Liberty,12077,012077,Florida,"24,601","25,697","28,496"
Madison,12079,012079,Florida,"32,334","32,851","35,828"
Manatee,12081,012081,Florida,"48,450","50,108","52,395"
Marion,12083,012083,Florida,"37,497","38,754","41,553"
Martin,12085,012085,Florida,"83,846","87,423","89,185"
Miami-Dade,12086,012086,Florida,"52,942","54,316","57,213"
Monroe,12087,012087,Florida,"98,438","104,370","106,583"
Nassau,12089,012089,Florida,"61,013","62,700","64,746"
Okaloosa,12091,012091,Florida,"48,852","51,341","54,630"
Okeechobee,12093,012093,Florida,"30,637","32,236","34,998"
Orange,12095,012095,Florida,"44,751","46,645","49,390"
Osceola,12097,012097,Florida,"34,848","36,258","39,210"
Palm Beach,12099,012099,Florida,"82,076","85,213","87,478"
Pasco,12101,012101,Florida,"41,296","42,495","45,461"
Pinellas,12103,012103,Florida,"53,578","56,002","59,178"
Polk,12105,012105,Florida,"36,048","37,183","39,760"
Putnam,12107,012107,Florida,"32,461","33,747","36,354"
St. Johns,12109,012109,Florida,"70,853","71,577","73,944"
St. Lucie,12111,012111,Florida,"40,514","41,457","43,970"
Santa Rosa,12113,012113,Florida,"45,379","46,784","49,472"
Sarasota,12115,012115,Florida,"66,930","69,004","70,884"
Seminole,12117,012117,Florida,"49,435","51,620","53,403"
Sumter,12119,012119,Florida,"48,902","53,411","54,533"
Suwannee,12121,012121,Florida,"33,421","33,363","35,987"
Taylor,12123,012123,Florida,"30,733","30,654","33,227"
Union,12125,012125,Florida,"21,816","22,495","24,593"
Volusia,12127,012127,Florida,"42,851","44,427","46,475"
Wakulla,12129,012129,Florida,"37,246","37,560","39,938"
Walton,12131,012131,Florida,"64,401","66,036","69,862"
Washington,12133,012133,Florida,"30,203","30,537","32,862"
Appling,13001,013001,Georgia,"33,620","35,558","39,199"
Atkinson,13003,013003,Georgia,"28,962","30,251","31,938"
Bacon,13005,013005,Georgia,"31,516","32,784","38,281"
Baker,13007,013007,Georgia,"35,175","39,932","43,156"
Baldwin,13009,013009,Georgia,"32,534","33,865","36,399"
Banks,13011,013011,Georgia,"35,862","35,990","37,333"
Barrow,13013,013013,Georgia,"36,720","37,318","40,435"
Bartow,13015,013015,Georgia,"38,310","39,755","42,734"
Ben Hill,13017,013017,Georgia,"31,250","32,539","36,234"
Berrien,13019,013019,Georgia,"31,117","32,573","35,260"
Bibb,13021,013021,Georgia,"40,433","41,517","44,830"
Bleckley,13023,013023,Georgia,"33,520","34,464","36,712"
Brantley,13025,013025,Georgia,"27,046","27,472","30,007"
Brooks,13027,013027,Georgia,"34,708","36,742","40,221"
Bryan,13029,013029,Georgia,"53,382","53,404","56,648"
Bulloch,13031,013031,Georgia,"32,360","32,718","35,376"
Burke,13033,013033,Georgia,"34,940","38,419","41,973"
Butts,13035,013035,Georgia,"34,243","34,761","37,403"
Calhoun,13037,013037,Georgia,"23,262","25,701","28,426"
Camden,13039,013039,Georgia,"35,872","36,807","39,262"
Candler,13043,013043,Georgia,"32,024","33,649","36,613"
Carroll,13045,013045,Georgia,"38,273","39,725","42,058"
Catoosa,13047,013047,Georgia,"34,882","36,030","38,815"
Charlton,13049,013049,Georgia,"24,465","24,884","27,192"
Chatham,13051,013051,Georgia,"47,256","48,545","51,805"
Chattahoochee,13053,013053,Georgia,"29,964","30,433","33,166"
Chattooga,13055,013055,Georgia,"30,296","31,069","33,855"
Cherokee,13057,013057,Georgia,"52,052","53,774","56,278"
Clarke,13059,013059,Georgia,"33,481","34,935","37,588"
Clay,13061,013061,Georgia,"32,081","34,175","38,731"
Clayton,13063,013063,Georgia,"27,430","28,329","32,702"
Clinch,13065,013065,Georgia,"36,689","38,551","44,238"
Cobb,13067,013067,Georgia,"57,762","60,383","63,214"
Coffee,13069,013069,Georgia,"31,761","32,880","35,507"
Colquitt,13071,013071,Georgia,"32,728","33,793","37,418"
Columbia,13073,013073,Georgia,"49,844","51,534","54,420"
Cook,13075,013075,Georgia,"32,303","33,589","36,301"
Coweta,13077,013077,Georgia,"47,395","49,042","52,106"
Crawford,13079,013079,Georgia,"33,841","34,633","37,563"
Crisp,13081,013081,Georgia,"32,341","34,299","37,250"
Dade,13083,013083,Georgia,"35,561","34,992","37,327"
Dawson,13085,013085,Georgia,"45,988","46,101","48,170"
Decatur,13087,013087,Georgia,"35,527","37,197","40,879"
DeKalb,13089,013089,Georgia,"51,310","52,950","56,428"
Dodge,13091,013091,Georgia,"30,026","31,116","33,419"
Dooly,13093,013093,Georgia,"29,886","32,995","34,582"
Dougherty,13095,013095,Georgia,"34,246","35,951","40,161"
Douglas,13097,013097,Georgia,"35,406","36,772","40,264"
Early,13099,013099,Georgia,"35,805","39,225","42,889"
Echols,13101,013101,Georgia,"28,002","28,417","31,945"
Effingham,13103,013103,Georgia,"41,839","41,988","45,069"
Elbert,13105,013105,Georgia,"35,669","35,899","38,414"
Emanuel,13107,013107,Georgia,"31,778","33,463","37,678"
Evans,13109,013109,Georgia,"33,769","34,065","37,408"
Fannin,13111,013111,Georgia,"36,459","38,128","39,796"
Fayette,13113,013113,Georgia,"66,106","68,696","71,384"
Floyd,13115,013115,Georgia,"37,593","38,630","41,238"
Forsyth,13117,013117,Georgia,"63,462","64,919","67,859"
Franklin,13119,013119,Georgia,"35,349","34,783","35,134"
Fulton,13121,013121,Georgia,"87,395","92,961","95,683"
Gilmer,13123,013123,Georgia,"35,252","35,979","37,542"
Glascock,13125,013125,Georgia,"32,979","34,576","36,615"
Glynn,13127,013127,Georgia,"46,614","47,795","50,480"
Gordon,13129,013129,Georgia,"34,849","35,882","37,759"
Grady,13131,013131,Georgia,"34,108","35,195","37,725"
Greene,13133,013133,Georgia,"60,073","60,578","61,326"
Gwinnett,13135,013135,Georgia,"41,877","43,573","46,886"
Habersham,13137,013137,Georgia,"34,002","35,006","36,691"
Hall,13139,013139,Georgia,"44,831","46,409","48,759"
Hancock,13141,013141,Georgia,"29,983","30,931","33,557"
Haralson,13143,013143,Georgia,"36,186","37,319","39,401"
Harris,13145,013145,Georgia,"47,669","49,048","51,168"
Hart,13147,013147,Georgia,"37,741","37,980","39,402"
Heard,13149,013149,Georgia,"31,404","32,162","34,362"
Henry,13151,013151,Georgia,"39,521","40,305","43,812"
Houston,13153,013153,Georgia,"42,784","43,847","46,579"
Irwin,13155,013155,Georgia,"32,984","34,748","38,364"
Jackson,13157,013157,Georgia,"43,180","42,927","45,099"
