LawId,State,Title,Text,Type,Topic,Enacted_Date,Amended_Date,Recent?,Significant_Update_Date,Tech_Categories,User_Categories,Incentive_Categories,Regulation_Categories
386,US,High Occupancy Vehicle (HOV) Lane Exemption,"States are allowed to exempt certified alternative fuel vehicles (AFVs)
and plug-in electric vehicles (PEVs) from HOV lane requirements within
the state. Eligible AFVs are defined as vehicles operating solely on
methanol, denatured ethanol, or other alcohols; a mixture containing at
least 85% methanol, denatured ethanol, or other alcohols; natural gas,
propane, hydrogen, or coal derived liquid fuels; or fuels derived from
biological materials. PEVs are defined as vehicles that are recharged
from an external source of electricity and have a battery capacity of at
least 4 kilowatt-hours. States are also allowed to establish programs
allowing low-emission and energy-efficient vehicles to pay a toll to
access HOV lanes.

Vehicles must be certified by the U.S. Environmental Protection Agency
(EPA) and appropriately labeled for use in HOV lanes. The U.S.
Department of Transportation (DOT) is responsible for planning and
implementing HOV programs, including the low-emission and
energy-efficient vehicle criteria EPA established. States that choose to
adopt these requirements will be responsible for enforcement and vehicle
labeling. The HOV exemption for AFVs and PEVs expires September 30, 2025
and low-emission and energy-efficient vehicle toll-access to HOV lanes
expires September 30, 2019.

(Reference [Public
Law](https://www.congress.gov/public-laws/114th-congress) 114-94 and 23
[U.S. Code](https://www.govinfo.gov/) 166)
",Laws and Regulations,,2005-08-10 00:00:00 UTC,2015-12-04 00:00:00 UTC,False,2015-12-14 22:09:37 UTC,BIOD|ETH|ELEC|EFFEC|HY|NG|OTHER|PHEV|LPG,IND,,DREST
388,US,Aftermarket Alternative Fuel Vehicle (AFV) Conversions,"Conventional original equipment manufacturer vehicles altered to operate
on propane, natural gas, methane gas, ethanol, or electricity are
classified as aftermarket AFV conversions. All vehicle conversions,
except those that are completed for a vehicle to run on electricity,
must meet current applicable U.S. Environmental Protection Agency (EPA)
standards. For more information about vehicle conversion certification
requirements, see the Alternative Fuels Data Center\'s [Vehicle
Conversions](https://afdc.energy.gov/vehicles/conversions.html) website
and EPA\'s [Certification and Compliance for Vehicles and
Engines](https://www.epa.gov/ve-certification) website. (Reference 40
[CFR](https://www.govinfo.gov/) 85 and [Enforcement Policy on Vehicle
and Engine Tampering and Aftermarket Defeat
Devices](https://www.epa.gov/sites/default/files/2020-12/documents/epatamperingpolicy-enforcementpolicyonvehicleandenginetampering.pdf))
",Laws and Regulations,,2011-04-08 00:00:00 UTC,2011-03-30 00:00:00 UTC,False,,AFTMKTCONV|ETH|ELEC|HEV|NG|PHEV|LPG,MAN|FLEET|GOV|IND,,AIRQEMISSIONS
391,US,Alternative Fuel Definition,"The following fuels are defined as alternative fuels by the Energy
Policy Act (EPAct) of 1992: pure methanol, ethanol, and other alcohols;
blends of 85% or more of alcohol with gasoline; natural gas and liquid
fuels domestically produced from natural gas; propane; coal-derived
liquid fuels; hydrogen; electricity; pure biodiesel (B100); fuels, other
than alcohol, derived from biological materials; and P-Series fuels. In
addition, the U.S. Department of Energy may designate other fuels as
alternative fuels, provided that the fuel is substantially
non-petroleum, yields substantial energy security benefits, and offers
substantial environmental benefits. For more information, see the
[EPAct](https://epact.energy.gov/) website. (Reference 42 [U.S.
Code](https://www.govinfo.gov/) 13211)
",Laws and Regulations,,1992-10-24 00:00:00 UTC,,False,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,STATION|AFP|PURCH,,STD
392,US,Improved Energy Technology Loans,"The U.S. Department of Energy (DOE) provides loan guarantees through the
Loan Guarantee Program to eligible projects that reduce air pollution
and greenhouse gases and support early commercial use of advanced
technologies, including biofuels and alternative fuel vehicles. The
program is not intended for research and development projects. DOE may
issue loan guarantees for up to 100% of the amount of the loan for an
eligible project. Eligible projects may include the deployment of
fueling infrastructure, including associated hardware and software, for
alternative fuels. For loan guarantees of over 80%, the loan must be
issued and funded by the Treasury Department\'s Federal Financing Bank.
For more information, see the [Loan Guarantee
Program](http://www.energy.gov/lpo/loan-programs-office) website and the
[Alternative Fuel
Infrastructure](https://energy.gov/sites/prod/files/2017/01/f34/FactSheet_Vehicle_Announcements_01_9_17.pdf)
fact sheet. (Reference 42 [U.S. Code](https://www.govinfo.gov/) 16513)
",Incentives,,2005-08-08 00:00:00 UTC,,False,2017-01-11 15:46:16 UTC,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,OTHER,LOANS,
409,US,Qualified Plug-In Electric Vehicle (PEV) Tax Credit,"A tax credit is available for the purchase of a new qualified PEV that
draws propulsion using a traction battery that has at least five
kilowatt-hours (kWh) of capacity, uses an external source of energy to
recharge the battery, has a gross vehicle weight rating of up to 14,000
pounds, and meets specified emission standards. The minimum credit
amount is \$2,500, and the credit may be up to \$7,500, based on each
vehicle\'s traction battery capacity and the gross vehicle weight
rating. The credit will begin to be phased out for each manufacturer in
the second quarter following the calendar quarter in which a minimum of
200,000 qualified PEVs have been sold by that manufacturer for use in
the United States. This tax credit applies to vehicles acquired after
December 31, 2009. For more information, including qualifying vehicles
and sales by manufacturer, see the Internal Revenue Service (IRS) [PEV
Credit](http://www.irs.gov/Businesses/Plug-In-Electric-Vehicle-Credit-IRC-30-and-IRC-30D)
website. Also refer to IRS Form 8936, which is available via the [IRS
Forms and
Publications](http://apps.irs.gov/app/picklist/list/formsPublications.html)
website.

(Reference [Public
Law](https://www.congress.gov/public-laws/112th-congress) 112-240,
Section 403; and 26 [U.S. Code](https://www.govinfo.gov/) 30D)
",Incentives,,2008-10-03 00:00:00 UTC,2013-01-02 00:00:00 UTC,False,,ELEC|PHEV,FLEET|IND,TAX,
411,US,Advanced Technology Vehicle (ATV) and Alternative Fuel Infrastructure Manufacturing Incentives,"Through the U.S. Department of Energy's (DOE) Advanced Technology
Vehicles Manufacturing Loan Program, manufacturers may be eligible for
direct loans for up to 30% of the cost of re-equipping, expanding, or
establishing manufacturing facilities in the United States used to
produce qualified ATVs, ATV components, or alternative fuel
infrastructure, including associated hardware and software. Qualified
ATVs are light-, medium-, and heavy-duty or ultra-efficient vehicles
that meet specified federal emission standards and fuel economy
requirements. Ultra-efficient vehicles are fully closed compartment
vehicles, designed to carry at least two adult passengers, which achieve
at least 75 miles per gallon while operating on gasoline or diesel fuel,
as hybrid electric vehicles operating on gasoline or diesel fuel, or as
fully electric vehicles. Qualified components must be designed for ATVs
and installed for the purpose of meeting ATV performance requirements,
as determined by DOE.

For more information, see DOE\'s [Advanced Technology Vehicles
Manufacturing Loan
Program](https://www.energy.gov/lpo/products-services/advanced-technology-vehicles-manufacturing-loan-program)
website and [Advanced Technology Vehicles Manufacturing Loan
Program](https://www.energy.gov/sites/default/files/2020/01/f70/DOE-LPO-ATVM-Jan2020.pdf)
fact sheet. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 42
[U.S. Code](https://www.govinfo.gov/) 17013)
",Incentives,,2007-12-17 00:00:00 UTC,2021-11-15 00:00:00 UTC,False,2021-11-29 21:37:41 UTC,ELEC|EFFEC|HEV|PHEV,MAN,LOANS,
431,US,Procurement Preference for Electric and Hybrid Electric Vehicles,"The U.S. Department of Defense (DOD) must exhibit a preference for the
lease or procurement of motor vehicles with electric or hybrid electric
propulsion systems, including plug-in hybrid systems, if the vehicles
are commercially available at a cost reasonably comparable to motor
vehicles with internal combustion engines. Tactical vehicles designed
for use in combat are excluded from the requirement. (Reference 10 [U.S.
Code](https://www.govinfo.gov/) 2922g)
",Laws and Regulations,,2009-10-28 00:00:00 UTC,,False,,ELEC|HEV|HY|PHEV,GOV,,REQ
8060,US,Alternative Fuel Labeling Requirements,"Retailers offering alternative fuel for sale must ensure dispensers are
labeled with information to help consumers make informed decisions about
fueling a vehicle, including the name of the fuel and the minimum
percentage of the main component of the fuel. Labels may also list the
percentage of other fuel components. This requirement applies to, but is
not limited to, the following fuel types: methanol, denatured ethanol,
and/or other alcohols; mixtures containing 85% or more by volume of
methanol and/or other alcohols; mixtures containing more than 10% but
less than 83% by volume of ethanol; natural gas; propane; hydrogen; coal
derived liquid biofuel; and electricity.

Fuel dispensers distributing biodiesel blends containing more than 5%
biodiesel by volume must include the percentage of biodiesel included.
For ethanol blends containing no greater than 50% ethanol by volume,
retailers must post the exact percentage of ethanol concentration,
rounded to the nearest multiple of 10. For ethanol blends containing
more than 50% but no greater than 83% ethanol by volume, retailers must
(1) post the exact percentage of ethanol concentration, (2) post the
percentage rounded to the nearest multiple of 10, or (3) post notice
that the fuel contains 51% to 83% ethanol.

Electric vehicle supply equipment (EVSE) manufacturers must determine
and disclose (via a delivery ticket or permanent label or marking)
kilowatt capacity, voltage, whether the voltage is alternating current
or direct current, amperage, and whether the system is conductive or
inductive.

(Reference 81 [Federal Register](https://www.federalregister.gov/) 2054
and 16 [CFR](https://www.govinfo.gov/) 306 and 309)
",Laws and Regulations,,1993-08-03 00:00:00 UTC,,False,2016-01-21 20:49:44 UTC,AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|NEVS|PHEV|LPG,STATION|MAN,,REGIS
8082,US,Advanced Energy Research Project Grants,"The Advanced Research Projects Agency - Energy (ARPA-E) was
established within the U.S. Department of Energy with the mission
to fund projects that will develop transformational technologies
that reduce the nation's dependence on foreign energy imports;
reduce U.S. energy related emissions, including greenhouse gases;
improve energy efficiency across all sectors of the economy; and
ensure that the United States maintains its leadership in
developing and deploying advanced energy technologies. The ARPA-E
focuses on various concepts in multiple program areas including,
but not limited to, vehicle technologies, biomass energy, and
energy storage. For more information, visit the ARPA-E ( http://arpa-e.energy.gov/ ) website.",Incentives,,2007-08-09 00:00:00 UTC,,False,,BIOD|ETH|ELEC|EFFEC|HEV|OTHER|PHEV,OTHER,GNT,
10394,US,Airport Zero Emission Vehicle (ZEV) and Infrastructure Incentives,"The Zero Emissions Airport Vehicle and Infrastructure Pilot Program
provides funding to airports for up to 50% of the cost to acquire ZEVs
and install or modify supporting infrastructure for acquired vehicles.
Grant funding must be used for airport-owned, on-road vehicles used
exclusively for airport purposes. Vehicles and infrastructure must meet
the Federal Aviation Administration\'s Airport Improvement Program
requirements, including Buy American requirements. To be eligible, an
airport must be for public use. The program will give priority to
applicants located in nonattainment areas, as defined by the Clean Air
Act, and projects that achieve the greatest air quality benefits, as
measured by the amount of emissions reduced per dollar of funds spent
under the program. For more information, see the [Zero Emissions Airport
Vehicle and Infrastructure Pilot
Program](http://www.faa.gov/airports/environmental/zero_emissions_vehicles/)
website. (Reference [Public
Law](https://www.congress.gov/public-laws/112th-congress) 112-95 and 49
[U.S. Code](https://www.govinfo.gov/) 47136a)
",Incentives,,2012-02-14 00:00:00 UTC,,False,,ELEC|HY|PHEV,FLEET,GNT,
10513,US,Alternative Fuel Infrastructure Tax Credit,"Fueling equipment for natural gas, propane, liquefied hydrogen,
electricity, E85, or diesel fuel blends containing a minimum of 20%
biodiesel installed through December 31, 2021, is eligible for a tax
credit of 30% of the cost, not to exceed \$30,000. Permitting and
inspection fees are not included in covered expenses. Fueling station
owners who install qualified equipment at multiple sites are allowed to
use the credit towards each location. Consumers who purchase qualified
residential fueling equipment prior to December 31, 2021, may receive a
tax credit of up to \$1,000. Unused credits that qualify as general
business tax credits, as defined by the Internal Revenue Service (IRS),
may be carried backward one year and carried forward 20 years. For more
information about claiming the credit, see IRS Form 8911, which is
available on the [IRS Forms and
Publications](http://apps.irs.gov/app/picklist/list/formsPublications.html)
website. (Reference [Public
Law](https://www.congress.gov/public-laws/116th-congress) 116-260,
[Public Law](https://www.congress.gov/public-laws/116th-congress)
116-94, [Public
Law](https://www.congress.gov/public-laws/115th-congress) 115-123,
[Public Law](https://www.congress.gov/public-laws/114th-congress)
114-113, 26 [U.S. Code](https://www.govinfo.gov/app/collection/uscode)
30C and 38, and IRS Notice
[2007-43](https://www.irs.gov/pub/irs-drop/n-07-43.pdf))
",Incentives,,2005-08-08 00:00:00 UTC,2020-12-27 00:00:00 UTC,False,2021-01-04 17:24:12 UTC,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,STATION|FLEET,TAX,
10612,US,Alternative Fuel and Advanced Vehicle Technology Research and Demonstration Bonds,"Qualified state, tribal, and local governments may issue Qualified
Energy Conservation Bonds subsidized by the U.S. Department of Treasury
at competitive rates to fund capital expenditures on qualified energy
conservation projects. Eligible activities include research and
demonstration projects related to cellulosic ethanol and other
non-fossil fuels, as well as advanced battery manufacturing
technologies. Government entities may choose to issue tax credit bonds
or direct payment bonds to subsidize the borrowing costs. For
information on eligibility, processes, and limitations, see IRS Notices
[2009-29](https://www.irs.gov/pub/irs-drop/n-09-29.pdf),
[2010-35](https://www.irs.gov/pub/irs-drop/n-10-35.pdf), and
[2012-44](https://www.irs.gov/pub/irs-drop/n-12-44.pdf) or contact local
issuing agencies. (Reference 26 [U.S. Code](https://www.govinfo.gov/)
54D)
",Incentives,,2008-10-03 00:00:00 UTC,,False,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,AFP|OTHER,LOANS,
11382,US,Qualified Two-Wheeled Plug-In Electric Drive Motor Vehicle Tax Credit,"A credit is available for the purchase of a new qualified two-wheeled
plug-in electric drive vehicle that draws propulsion using a traction
battery that has at least 2.5 kilowatt hours (kWh) of capacity, uses an
external source of energy to recharge the battery, has a gross vehicle
weight rating of up to 14,000 pounds, is manufactured primarily for use
on public roadways, and can drive at least 45 miles per hour. The credit
is for 10% of the cost of the qualified vehicle, up to \$2,500. For more
information about claiming the credit, see the Internal Revenue Service
(IRS) [Plug-In Electric Vehicle
Credit](https://www.irs.gov/Businesses/Plug-In-Electric-Vehicle-Credit-IRC-30-and-IRC-30D)
website and IRS Form 8936, which is available on the [IRS Forms and
Publications](http://apps.irs.gov/app/picklist/list/formsPublications.html)
website. (Reference [Public
Law](https://www.congress.gov/public-laws/116th-congress) 116-260,
[Public Law](https://www.congress.gov/public-laws/116th-congress)
116-94, [Public
Law](https://www.congress.gov/public-laws/115th-congress) 115-123,
[Public Law](https://www.congress.gov/public-laws/114th-congress)
114-113, and 26 [U.S.
Code](https://www.govinfo.gov/app/collection/uscode) 30D)
",Incentives,,2013-01-02 00:00:00 UTC,2020-12-27 00:00:00 UTC,False,2021-01-04 17:26:43 UTC,ELEC|PHEV,FLEET|IND,TAX,
11552,US,"Low and Zero Emission Public Transportation Research, Demonstration, and Deployment Funding","Financial assistance is available to local, state, and federal
government entities; public transportation providers; private and
non-profit organizations; and higher education institutions for
research, demonstration, and deployment projects involving low or zero
emission public transportation vehicles. Funding opportunities include
the [Public Transportation Innovation
Program](https://www.transit.dot.gov/funding/grants/public-transportation-innovation-5312)
and the [Low or No Emission (Low-No) Vehicle
Program](https://www.transit.dot.gov/funding/grants/low-or-no-emission-vehicle-program-5339c).
Eligible vehicles must be designated for public transportation use and
significantly reduce energy consumption or harmful emissions compared to
a comparable standard or low emission vehicle.

Applicants must submit a zero-emission vehicle fleet transition plan to
the U.S. Department of Transportation Federal Transit Administration
that includes a utility partnership description and workforce
development training. Funding is available through fiscal year 2026. For
more information, see the [FAST Act Section
5312](https://www.transit.dot.gov/sites/fta.dot.gov/files/docs/5312_Public_Transportation_Innovation_(Research)_Fact_Sheet.pdf)
fact sheet and the
[MAP-21](https://www.transit.dot.gov/regulations-and-guidance/legislation/map-21/map-21)
website. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58,
[Public Law](https://www.congress.gov/public-laws/113th-congress)
113-159, [Public
Law](https://www.congress.gov/public-laws/114th-congress) 114-94, 49
[U.S. Code](https://www.govinfo.gov/) 5312, and 49 [U.S.
Code](https://www.govinfo.gov/) 5339)
",Incentives,,2012-07-06 00:00:00 UTC,2021-11-15 00:00:00 UTC,False,2021-11-29 21:30:19 UTC,AFTMKTCONV|BIOD|ETH|ELEC|HEV|HY|NG|NEVS|PHEV|LPG,STATION|FLEET|GOV|TRANS,GNT|OTHER,
11674,US,Electric Vehicle Charging on Federal Property,"The U.S. General Services Administration (GSA) or any federal agency may
install electric vehicle supply equipment (EVSE) for federal employees
and others authorized to park at federal facilities to charge their
privately owned vehicles. Employees and other users must pay to
reimburse federal agencies for the EVSE procurement, installation, and
use. Federal agencies may provide EVSE through a contract with a vendor.
GSA must submit a report to Congress by December 2018, and annually
thereafter for 10 years, on the number of EVSE installed by GSA, the
number of EVSE installation requests from other federal agencies, and
the status of requests for EVSE from other federal agencies. (Reference
[Public Law](https://www.congress.gov/public-laws/114th-congress)
114-94)
",Laws and Regulations,,2015-12-04 00:00:00 UTC,,False,2015-12-14 22:23:22 UTC,ELEC|PHEV,STATION,,OTHER
11675,US,National Alternative Fuels Corridors,"The U.S. Department of Transportation Federal Highway Administration
(FHWA) designates a national network of plug-in electric vehicle (EV)
charging and hydrogen, propane, and natural gas fueling infrastructure
along national highway system corridors. To designate these Alternative
Fuel Corridors (AFC), FHWA solicits nominations from state and local
officials and works with other federal officials and industry
stakeholders.

FHWA must establish an AFC [grant
program](https://afdc.energy.gov/laws/12730) to award grants to eligible
entities, by November 15, 2022. During the designation and redesignation
process, in consultation with the U.S. Department of Energy, FHWA will
issue a report identifying charging and fueling infrastructure, best
practices and guidance for predictable infrastructure deployment,
analyzing standardization needs for fuel providers and purchasers, and
reestablishing the goal of achieving strategic deployment of fueling
infrastructure in the designated corridors.

For the [2022 Request for
Nominations](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/2022_request_for_nominations_r6.pdf),
state and local officials must submit nominations to FHWA by May 13,
2022. FHWA must update and redesignate corridors periodically
thereafter. States are encouraged to complete EV AFCs, which are
eligible for separate funding from the [National Electric Vehicle
Infrastructure (NEVI) Formula
Program](https://afdc.energy.gov/laws/12744), and will be considered
fully built out once they meet the conditions specified in the [NEVI
Formula Program
Guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information, see the FHWA [Alternative Fuel
Corridors](http://www.fhwa.dot.gov/environment/alternative_fuel_corridors/)
website. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58,
[Public Law](https://www.congress.gov/public-laws/114th-congress)
114-94, and 23 [U.S. Code](https://www.govinfo.gov/) 151)
",Incentives,,2015-12-04 00:00:00 UTC,2021-11-15 00:00:00 UTC,True,2022-02-10 21:28:42 UTC,ELEC|HY|NG|PHEV|LPG,STATION,GNT,OTHER
11682,US,Natural Gas Vehicle (NGV) and Plug-In Electric Vehicle (PEV) Weight Exemption,"NGVs and PEVs may exceed the federal maximum gross vehicle weight limit
for comparable conventional fuel vehicles by up to 2,000 pounds (lbs.).
The NGV or PEV must not exceed a maximum gross vehicle weight of 82,000
lbs. (Reference [Public
Law](https://www.congress.gov/public-laws/116th-congress) 116-6 and 23
[U.S. Code](https://www.govinfo.gov/) 127(s))
",Incentives,,2015-12-04 00:00:00 UTC,2019-02-15 00:00:00 UTC,False,2019-03-11 13:19:28 UTC,ELEC|NG|PHEV,FLEET|GOV|IND,EXEM,
12547,US,Freight Efficiency and Zero-Emission Vehicle Infrastructure Grants,"The U.S. Department of Transportation (DOT) Infrastructure for
Rebuilding America (INFRA) grant program provides federal financial
assistance to eligible transportation infrastructure projects that
address climate change and environmental justice impacts, among other
key objectives. Eligible projects include, but are not limited to,
supporting a modal shift in freight or passenger movement to reduce
vehicle miles traveled, developing zero-emission vehicle infrastructure,
using one or more demand management strategies to reduce congestion and
greenhouse gas emissions, and supporting the installation of electric
vehicle charging stations along the National Highways System. Eligible
applicants for INFRA grants are states, metropolitan planning
organizations that serve urbanized areas with a population of more than
200,000 individuals, local governments, political subdivisions, port
authorities, and tribal governments. Additional terms and conditions
apply. For more information, including funding application deadlines,
see the DOT [INFRA
Grants](https://www.transportation.gov/buildamerica/financing/infra-grants/infrastructure-rebuilding-america)
website.
",Incentives,,,,False,,ELEC|EFFEC|HY,GOV|OTHER,GNT,
12620,US,Zero Emission Vehicle Infrastructure and Advanced Vehicle Grants,"The U.S. Department of Transportation (DOT) Rebuilding American
Infrastructure with Sustainability and Equity (RAISE) grant program
provides federal financial assistance to eligible surface transportation
infrastructure projects. Eligible projects include, but are not limited
to, supporting connected, electric, and automated vehicles, a modal
shift in freight or passenger movement to reduce greenhouse gas
emissions, and the installation of zero-emission vehicle infrastructure.
Eligible applicants for RAISE grants are state, local, tribal, and U.S.
territories' governments, including transit agencies, port authorities,
metropolitan planning organizations, and other political subdivisions of
state or local governments. Additional terms and conditions apply. For
more information, see the DOT [RAISE
Grants](https://www.transportation.gov/RAISEgrants) website.
",Incentives,,,,False,2021-07-07 16:40:29 UTC,AUTONOMOUS|ELEC|HY,GOV,GNT,
12730,US,Alternative Fuel Corridor (AFC) Grants,"The U.S. Department of Transportation (DOT) must establish a competitive
grant program to strategically deploy publicly accessible electric
vehicle charging and hydrogen, propane, and natural gas fueling
infrastructure along designated DOT Federal Highway Administration
[AFCs](https://afdc.energy.gov/laws/11675). The grant will provide
funding for designated Corridor-Pending AFCs to install infrastructure
to convert to Corridor-Ready AFCs, and for Corridor-Ready AFCs to
install alternative fuel infrastructure to provide station redundancy
and meet higher demand. Propane fueling infrastructure is limited to use
by medium- and heavy-duty vehicles. Eligible entities include states,
metropolitan planning organizations, local governments, political
subdivisions, and tribal governments. Additional funding eligibility and
considerations will apply. The grant program must be established by
November 15, 2022. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 23
[U.S. Code](https://www.govinfo.gov/) 151)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-11-29 20:32:55 UTC,ELEC|HY|NG|PHEV|LPG,GOV,GNT,
12731,US,Electric Vehicle Supply Equipment (EVSE) Standards,"EVSE funded under provisions outlined in 23 [U.S.
Code](https://www.govinfo.gov/) will be treated as [Federal-aid Highway
Program](https://www.fhwa.dot.gov/federal-aidessentials/federalaid.cfm)
projects. EVSE installed using these funds are restricted to those that
implement non-proprietary charging connectors that meet applicable
industry standards and allow for open access payment methods that are
available to all members of the public to ensure secure, convenient, and
equal access to the EVSE. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 23
[U.S. Code](https://www.govinfo.gov/) 109)
",Laws and Regulations,,2021-11-15 00:00:00 UTC,,False,2021-11-29 21:03:56 UTC,ELEC|PHEV,GOV,,OTHER
12732,US,Community Alternative Fuel Infrastructure Grants,"The U.S. Department of Transportation (DOT) shall establish a
competitive grant program to fill gaps in publicly accessible electric
vehicle charging and hydrogen, propane, and natural gas fueling
infrastructure in community locations, such as a parking facilities,
public schools, public parks, or along public roads. Funding of up to
80% of project costs will be available for both development phase
planning activities and the acquisition and installation of charging or
alternative fueling infrastructure. Five percent of the grant fund
awarded may be used for educational and community engagement activities
to develop and implement education programs through partnerships with
schools, community organizations, and vehicle dealerships to support the
use of zero-emission vehicles and associated infrastructure. DOT must
prioritize projects that expand access to charging and alternative
fueling infrastructure within rural areas, low- and moderate-income
neighborhoods, and communities with limited parking space or a high
ratio of multi-unit dwellings to single-family homes. Eligible entities
include states, metropolitan planning organizations, local governments,
political subdivisions, and tribal governments. Additional funding
eligibility and considerations will apply. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 23
[U.S. Code](https://www.govinfo.gov/) 151)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-11-29 22:15:31 UTC,ELEC|HY|NG|PHEV|LPG,STATION|GOV,GNT,
12733,US,Truck Emissions Reduction Study and Grant at Port Facilities,"The U.S. Department of Transportation (DOT), in consultation with the
U.S. Department of Energy and U.S. Environmental Protection Agency, must
establish a program to reduce idling at port and intermodal port
facilities. Under this program, the Secretary must study how ports and
intermodal port transfer facilities would benefit from emissions
reductions opportunities, including port operations electrification, and
study emerging technologies and strategies to reduce idling truck
emissions.

DOT must then coordinate and provide grant funding to test, evaluate,
and deploy projects to reduce idling truck emissions, including port
electrification and efficiency improvements particularly from heavy-duty
vehicles. Grant funding will be available for up to 80% of eligible
project cost. Awards will be treated as [Federal-aid Highway
Program](https://www.fhwa.dot.gov/federal-aidessentials/federalaid.cfm)
projects. Additional funding eligibility and considerations will apply.

DOT must submit a report detailing the status and effectiveness of the
program, recommendations for workforce development and training
opportunities with respect to port electrification, and policy
recommendations, no later than one year after all funded projects are
complete.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 23
[U.S. Code](https://www.govinfo.gov/) 1)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-11-29 22:31:18 UTC,ELEC|IR|PHEV,GOV,GNT|OTHER,
12734,US,Port Infrastructure Development Program,"The U.S. Department of Transportation (DOT) will establish the Port
Infrastructure Development Program to fund projects that improve port
resiliency to address sea-level rise, flooding, extreme weather events,
earthquakes, and tsunami inundation, as well as projects that reduce or
eliminate port-related criteria pollutant or greenhouse gas emissions.
Funded projects may include:

-   Port electrification or electrification master planning;
-   Development of port or terminal micro-grids;
-   Worker training to support electrification technology; and,
-   Electric vehicle charging or hydrogen fueling infrastructure.

Funding is authorized through fiscal year 2026.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-11-29 22:38:04 UTC,ELEC|HY|PHEV,GOV,GNT,
12735,US,State Carbon Reduction Program,"The U.S. Department of Transportation (DOT) must establish a carbon
reduction formula program for states to reduce transportation emissions.
Eligible state funding activities include truck stop electrification,
diesel engine retrofits, vehicle-to-infrastructure communications
equipment, public transportation, port electrification, and deployment
of alternative fuel vehicles, including charging or fueling
infrastructure and the purchase or lease of zero-emission vehicles.

Funding can also be used to support the development of state carbon
reduction strategies, in consultation with designated metropolitan
planning organizations, by November 15, 2023. At the request of a state,
DOT must provide technical assistance in the development of the carbon
reduction strategy. State projects will be treated as [Federal-aid
Highway
Program](https://www.fhwa.dot.gov/federal-aidessentials/federalaid.cfm)
projects. Additional funding eligibility and considerations will apply.

(Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58 and 23
[U.S. Code](https://www.govinfo.gov/) 1)
",Incentives,,2021-11-15 00:00:00 UTC,,False,2021-11-29 22:46:13 UTC,AFTMKTCONV|AUTONOMOUS|ELEC|HY|PHEV,GOV,GNT,
12738,US,Truck Leasing Task Force,"The Secretary of Transportation, in consultation with the Secretary of
Labor, must establish the Truck Leasing Task Force (Task Force) to
examine common truck leasing arrangements, including specific agreements
relating to the Ports of Los Angeles and Long Beach [Clean Trucks
Program](https://cleanairactionplan.org/strategies/trucks/) and similar
programs to decrease port operations emissions. The Task Force must be
created by May 14, 2022, and will terminate 30 days after submitting
findings and recommendations to Congress. (Reference [Public
Law](https://www.congress.gov/public-laws/117th-congress) 117-58)
",Laws and Regulations,,2021-11-15 00:00:00 UTC,,False,2021-11-29 23:07:38 UTC,ELEC|HY|NG,GOV,,AIRQEMISSIONS
